id,template_question,intent,slots,answer_template
TPL_285,"Cho biết giá [DISH_NAME] quán [RES_NAME].","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Giá [DISH_NAME] quán [RES_NAME] là [PRICE]."
TPL_286,"Món [DISH_NAME] của [RES_NAME] rẻ không?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Giá món [DISH_NAME] tại [RES_NAME] là [PRICE] ạ."
TPL_287,"Bao nhiêu tiền 1 phần [DISH_NAME] ở [RES_NAME]?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Một phần [DISH_NAME] ở [RES_NAME] giá [PRICE] ạ."
TPL_288,"[DISH_NAME] tại [RES_NAME] giá bao nhiêu vậy shop?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Dạ [DISH_NAME] tại [RES_NAME] giá [PRICE] ạ."
TPL_289,"Hỏi giá tiền [DISH_NAME] [RES_NAME].","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Giá tiền [DISH_NAME] [RES_NAME] là [PRICE]."
TPL_290,"Giá order [DISH_NAME] tại [RES_NAME]?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Giá order [DISH_NAME] tại [RES_NAME] là [PRICE] ạ."
TPL_291,"Món [DISH_NAME] trong menu [RES_NAME] giá sao?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Món [DISH_NAME] trong menu [RES_NAME] giá [PRICE]."
TPL_292,"[RES_NAME] bán [DISH_NAME] bao nhiêu tiền?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","[RES_NAME] bán [DISH_NAME] giá [PRICE] ạ."
TPL_293,"Món tủ [DISH_NAME] của [RES_NAME] giá nhiêu?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Món [DISH_NAME] của [RES_NAME] giá [PRICE] ạ."
TPL_294,"Chi phí ăn [DISH_NAME] ở [RES_NAME].","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Giá món [DISH_NAME] ở [RES_NAME] là [PRICE]."
TPL_295,"Cập nhật giá [DISH_NAME] tại [RES_NAME].","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Giá hiện tại của [DISH_NAME] ở [RES_NAME] là [PRICE]."
TPL_296,"[DISH_NAME] giá bao nhiêu ở [RES_NAME]?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","[DISH_NAME] giá [PRICE] tại [RES_NAME] ạ."
TPL_297,"Mức giá cho [DISH_NAME] tại [RES_NAME].","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Mức giá cho [DISH_NAME] tại [RES_NAME] là [PRICE]."
TPL_298,"Check bill món [DISH_NAME] [RES_NAME].","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Món [DISH_NAME] ở [RES_NAME] có giá [PRICE]."
TPL_299,"Giá [DISH_NAME] [RES_NAME] bao nhiêu k?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Giá [DISH_NAME] [RES_NAME] là [PRICE] ạ."
TPL_300,"Cho mình giá món [DISH_NAME] ở [RES_NAME] nha.","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Giá món [DISH_NAME] ở [RES_NAME] là [PRICE] nhé."
TPL_301,"[RES_NAME] có đang bán [DISH_NAME] không?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ [RES_NAME] hiện [AVAILABLE_STATUS] món [DISH_NAME] ạ."
TPL_302,"Món [DISH_NAME] ở [RES_NAME] còn hay hết?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Món [DISH_NAME] tại [RES_NAME] đang [AVAILABLE_STATUS] ạ."
TPL_303,"Alo [RES_NAME], còn [DISH_NAME] không?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ [DISH_NAME] tại [RES_NAME] vẫn [AVAILABLE_STATUS] nhé."
TPL_304,"Cho hỏi [RES_NAME] hôm nay có [DISH_NAME] chưa?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Hôm nay [DISH_NAME] tại [RES_NAME] [AVAILABLE_STATUS] ạ."
TPL_305,"[RES_NAME] ngưng bán [DISH_NAME] chưa?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ món [DISH_NAME] ở [RES_NAME] hiện [AVAILABLE_STATUS]."
TPL_306,"Có gọi được [DISH_NAME] ở [RES_NAME] bây giờ không?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Bây giờ món [DISH_NAME] tại [RES_NAME] đang [AVAILABLE_STATUS] ạ."
TPL_307,"Kiểm tra tình trạng [DISH_NAME] tại [RES_NAME].","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Tình trạng [DISH_NAME] tại [RES_NAME]: [AVAILABLE_STATUS]."
TPL_308,"Mình muốn ăn [DISH_NAME], [RES_NAME] còn không?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ [DISH_NAME] ở [RES_NAME] [AVAILABLE_STATUS] ạ."
TPL_309,"Món [DISH_NAME] có trong thực đơn hôm nay của [RES_NAME] không?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Hôm nay món [DISH_NAME] tại [RES_NAME] [AVAILABLE_STATUS] ạ."
TPL_310,"[RES_NAME] còn phục vụ [DISH_NAME] chứ?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ [RES_NAME] [AVAILABLE_STATUS] món [DISH_NAME] ạ."
TPL_311,"Hỏi xem [RES_NAME] có [DISH_NAME] không.","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Thông tin món [DISH_NAME] tại [RES_NAME]: [AVAILABLE_STATUS]."
TPL_312,"[DISH_NAME] tại [RES_NAME] sold out chưa?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Hiện tại [DISH_NAME] ở [RES_NAME] đang [AVAILABLE_STATUS] ạ."
TPL_313,"Quán [RES_NAME] còn món [DISH_NAME] không nhỉ?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ món [DISH_NAME] ở [RES_NAME] vẫn [AVAILABLE_STATUS] ạ."
TPL_314,"Check availability món [DISH_NAME] ở [RES_NAME].","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Availability món [DISH_NAME] ở [RES_NAME]: [AVAILABLE_STATUS]."
TPL_315,"Gọi món [DISH_NAME] ở [RES_NAME] được không?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ món [DISH_NAME] tại [RES_NAME] đang [AVAILABLE_STATUS] ạ."
TPL_316,"[RES_NAME] hết [DISH_NAME] rồi phải không?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ tình trạng món [DISH_NAME] là: [AVAILABLE_STATUS]."
TPL_317,"Còn suất [DISH_NAME] nào ở [RES_NAME] không?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ món [DISH_NAME] tại [RES_NAME] [AVAILABLE_STATUS]."
TPL_318,"Mình cần món [DISH_NAME] tại [RES_NAME].","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Món [DISH_NAME] tại [RES_NAME] hiện đang [AVAILABLE_STATUS] ạ."
TPL_319,"Xác nhận [DISH_NAME] còn ở [RES_NAME].","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Xác nhận món [DISH_NAME] tại [RES_NAME] [AVAILABLE_STATUS]."
TPL_320,"[RES_NAME] có sẵn [DISH_NAME] để phục vụ không?","ASK_DISH_AVAILABILITY","DISH_NAME,RES_NAME","Dạ món [DISH_NAME] tại [RES_NAME] [AVAILABLE_STATUS] ạ."
TPL_321,"Các loại [CATEGORY] ngon nhất ở [RES_NAME].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Các loại [CATEGORY] ngon tại [RES_NAME] là: [MENU_LIST]."
TPL_322,"Mình muốn xem list [CATEGORY] của [RES_NAME].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","List [CATEGORY] của [RES_NAME] đây ạ: [MENU_LIST]."
TPL_323,"Ở [RES_NAME] có bán những món [CATEGORY] nào?","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","[RES_NAME] có bán các món [CATEGORY]: [MENU_LIST]."
TPL_324,"Cho mình thực đơn phần [CATEGORY] tại [RES_NAME].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Thực đơn phần [CATEGORY] tại [RES_NAME]: [MENU_LIST]."
TPL_325,"[RES_NAME] có phục vụ [CATEGORY] không?","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Dạ [RES_NAME] có phục vụ [CATEGORY] gồm: [MENU_LIST]."
TPL_326,"Giới thiệu các món [CATEGORY] của quán [RES_NAME].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Các món [CATEGORY] tại quán [RES_NAME]: [MENU_LIST]."
TPL_327,"Menu [CATEGORY] [RES_NAME] có đa dạng không?","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Menu [CATEGORY] [RES_NAME] có: [MENU_LIST]."
TPL_328,"Liệt kê đồ [CATEGORY] ở [RES_NAME].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Đồ [CATEGORY] ở [RES_NAME] gồm: [MENU_LIST]."
TPL_329,"[RES_NAME] nổi tiếng với [CATEGORY] nào?","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Về [CATEGORY], [RES_NAME] có: [MENU_LIST]."
TPL_330,"Đang tìm món [CATEGORY] tại [RES_NAME].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Món [CATEGORY] tại [RES_NAME] đây ạ: [MENU_LIST]."
TPL_331,"Gửi danh sách [CATEGORY] bên [RES_NAME] cho mình.","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Danh sách [CATEGORY] bên [RES_NAME]: [MENU_LIST]."
TPL_332,"Có [CATEGORY] ở [RES_NAME] không?","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Có ạ, [RES_NAME] có các món [CATEGORY]: [MENU_LIST]."
TPL_333,"Tư vấn [CATEGORY] tại [RES_NAME].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Dạ [CATEGORY] tại [RES_NAME] gồm: [MENU_LIST]."
TPL_334,"[RES_NAME] menu section [CATEGORY].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Mục [CATEGORY] trong menu [RES_NAME]: [MENU_LIST]."
TPL_335,"Món [CATEGORY] nào được yêu thích ở [RES_NAME]?","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Món [CATEGORY] được yêu thích tại [RES_NAME] là: [MENU_LIST]."
TPL_336,"Kể tên các loại [CATEGORY] quán [RES_NAME].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Các loại [CATEGORY] quán [RES_NAME]: [MENU_LIST]."
TPL_337,"Mình muốn gọi [CATEGORY], [RES_NAME] có gì?","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Dạ [CATEGORY] ở [RES_NAME] có: [MENU_LIST]."
TPL_338,"[RES_NAME] list món [CATEGORY].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","List món [CATEGORY] tại [RES_NAME]: [MENU_LIST]."
TPL_339,"Đồ [CATEGORY] tại [RES_NAME] bao gồm gì?","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Đồ [CATEGORY] tại [RES_NAME] bao gồm: [MENU_LIST]."
TPL_340,"Cho xem phần [CATEGORY] của [RES_NAME].","ASK_MENU_BY_CATEGORY","RES_NAME,CATEGORY","Phần [CATEGORY] của [RES_NAME] có: [MENU_LIST]."
TPL_341,"Giờ trống [RES_NAME] ngày [BOOKING_DATE] là khi nào?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Giờ trống tại [RES_NAME] ngày [BOOKING_DATE] là: [TIME_SLOTS]."
TPL_342,"Ngày [BOOKING_DATE] [RES_NAME] có slot nào?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Ngày [BOOKING_DATE], [RES_NAME] có các slot: [TIME_SLOTS]."
TPL_343,"Xin lịch đặt bàn [RES_NAME] hôm [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Lịch đặt bàn [RES_NAME] hôm [BOOKING_DATE] còn: [TIME_SLOTS]."
TPL_344,"Check khung giờ [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Khung giờ [RES_NAME] ngày [BOOKING_DATE] gồm: [TIME_SLOTS]."
TPL_345,"[RES_NAME] available giờ nào ngày [BOOKING_DATE]?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","[RES_NAME] available các giờ sau vào ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_346,"Có thể đặt [RES_NAME] giờ nào vào [BOOKING_DATE]?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Vào [BOOKING_DATE], bạn có thể đặt [RES_NAME] lúc: [TIME_SLOTS]."
TPL_347,"Danh sách giờ rảnh của [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Giờ rảnh của [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_348,"Hôm [BOOKING_DATE], [RES_NAME] còn nhận khách giờ nào?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Hôm [BOOKING_DATE], [RES_NAME] nhận khách các giờ: [TIME_SLOTS]."
TPL_349,"Show time slots của [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Time slots của [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_350,"Ngày [BOOKING_DATE] còn bàn lúc mấy giờ ở [RES_NAME]?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Ngày [BOOKING_DATE] ở [RES_NAME] còn bàn các giờ: [TIME_SLOTS]."
TPL_351,"Thời gian có thể book [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Thời gian có thể book [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_352,"Các suất ăn tại [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Các suất ăn tại [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_353,"Giờ nào còn chỗ tại [RES_NAME] hôm [BOOKING_DATE]?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Giờ còn chỗ tại [RES_NAME] hôm [BOOKING_DATE]: [TIME_SLOTS]."
TPL_354,"Lịch trống [RES_NAME] [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Lịch trống [RES_NAME] [BOOKING_DATE]: [TIME_SLOTS]."
TPL_355,"[RES_NAME] ngày [BOOKING_DATE] có giờ đẹp không?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Các giờ trống tại [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_356,"Tư vấn giờ đặt [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Bạn có thể đặt [RES_NAME] ngày [BOOKING_DATE] các giờ: [TIME_SLOTS]."
TPL_357,"Khung giờ nhận đơn [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Khung giờ nhận đơn [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_358,"Giờ mở booking của [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Các giờ mở booking của [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_359,"Check slot [RES_NAME] [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Slot [RES_NAME] [BOOKING_DATE]: [TIME_SLOTS]."
TPL_360,"Mình muốn biết giờ còn lại của [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Giờ còn lại của [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_361,"Quanh [DISTRICT] có quán nào ngon bổ rẻ?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Quanh [DISTRICT] có các quán: [RESTAURANT_LIST]."
TPL_362,"Chỉ mình mấy quán ở [DISTRICT] với.","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Tại [DISTRICT] có mấy quán này: [RESTAURANT_LIST]."
TPL_363,"Tìm quán nhậu khu [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Quán khu [DISTRICT] gồm: [RESTAURANT_LIST]."
TPL_364,"Nhà hàng sang trọng tại [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Tại [DISTRICT] có nhà hàng: [RESTAURANT_LIST]."
TPL_365,"Gần [DISTRICT] có chỗ nào ăn gia đình không?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Gần [DISTRICT] có chỗ ăn gia đình: [RESTAURANT_LIST]."
TPL_366,"Ở [DISTRICT] thì đi ăn ở đâu được?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Ở [DISTRICT] bạn có thể đến: [RESTAURANT_LIST]."
TPL_367,"List giúp mình quán ăn tại [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","List quán ăn tại [DISTRICT]: [RESTAURANT_LIST]."
TPL_368,"Khu vực [DISTRICT] có quán nào nổi không?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Khu vực [DISTRICT] có quán nổi bật: [RESTAURANT_LIST]."
TPL_369,"Tìm nhà hàng món Việt ở [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Nhà hàng ở [DISTRICT] có: [RESTAURANT_LIST]."
TPL_370,"Mình đang tìm quán gần [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Gần [DISTRICT] có các quán: [RESTAURANT_LIST]."
TPL_371,"Recommend quán ăn khu [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Recommend quán ăn khu [DISTRICT]: [RESTAURANT_LIST]."
TPL_372,"Địa chỉ ăn uống ở [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Địa chỉ ăn uống tại [DISTRICT]: [RESTAURANT_LIST]."
TPL_373,"Quận [DISTRICT] có gì ăn ngon?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Quận [DISTRICT] có: [RESTAURANT_LIST]."
TPL_374,"Danh sách quán ngon [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Danh sách quán ngon [DISTRICT]: [RESTAURANT_LIST]."
TPL_375,"Kiếm quán ăn khu vực [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Quán ăn khu vực [DISTRICT]: [RESTAURANT_LIST]."
TPL_376,"Chỗ nào ăn trưa ở [DISTRICT]?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Ở [DISTRICT] có thể ăn trưa tại: [RESTAURANT_LIST]."
TPL_377,"Nhà hàng view đẹp [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Tại [DISTRICT] có nhà hàng: [RESTAURANT_LIST]."
TPL_378,"Tìm quán ăn tối quanh [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Quán ăn tối quanh [DISTRICT]: [RESTAURANT_LIST]."
TPL_379,"Ở [DISTRICT] có nhà hàng nào không?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Ở [DISTRICT] có: [RESTAURANT_LIST]."
TPL_380,"Gợi ý địa điểm ăn uống tại [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Gợi ý tại [DISTRICT]: [RESTAURANT_LIST]."
TPL_381,"Ngày [BOOKING_DATE] [TIME] [RES_NAME] còn chỗ cho [NUM_GUESTS] người không?","CHECK_AVAILABILITY_SIMPLE","BOOKING_DATE,TIME,RES_NAME,NUM_GUESTS","Dạ ngày [BOOKING_DATE] [TIME] tại [RES_NAME] cho [NUM_GUESTS] người: [AVAILABLE_STATUS]."
TPL_382,"Đặt [NUM_GUESTS] ghế tại [RES_NAME] vào [TIME] ngày [BOOKING_DATE].","CHECK_AVAILABILITY_SIMPLE","NUM_GUESTS,RES_NAME,TIME,BOOKING_DATE","Yêu cầu [NUM_GUESTS] ghế tại [RES_NAME] vào [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_383,"Xem giúp mình [RES_NAME] ngày [BOOKING_DATE] lúc [TIME] có bàn [NUM_GUESTS] người không?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Kết quả cho [RES_NAME] ngày [BOOKING_DATE] lúc [TIME] bàn [NUM_GUESTS] người: [AVAILABLE_STATUS]."
TPL_384,"Nhóm [NUM_GUESTS] khách muốn đến [RES_NAME] lúc [TIME] ngày [BOOKING_DATE].","CHECK_AVAILABILITY_SIMPLE","NUM_GUESTS,RES_NAME,TIME,BOOKING_DATE","Dạ cho nhóm [NUM_GUESTS] khách tại [RES_NAME] lúc [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_385,"Còn bàn [NUM_GUESTS] người ở [RES_NAME] ngày [BOOKING_DATE] tầm [TIME] không?","CHECK_AVAILABILITY_SIMPLE","NUM_GUESTS,RES_NAME,BOOKING_DATE,TIME","Tình trạng bàn [NUM_GUESTS] người ở [RES_NAME] ngày [BOOKING_DATE] tầm [TIME]: [AVAILABLE_STATUS]."
TPL_386,"Book chỗ [RES_NAME], [NUM_GUESTS] pax, [TIME] [BOOKING_DATE].","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Book chỗ [RES_NAME] [NUM_GUESTS] pax lúc [TIME] [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_387,"[RES_NAME] có nhận [NUM_GUESTS] khách vào [TIME] ngày [BOOKING_DATE] không?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Dạ [RES_NAME] nhận [NUM_GUESTS] khách vào [TIME] ngày [BOOKING_DATE] là: [AVAILABLE_STATUS]."
TPL_388,"Check availability [RES_NAME] [BOOKING_DATE] [TIME] for [NUM_GUESTS].","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Availability [RES_NAME] [BOOKING_DATE] [TIME] cho [NUM_GUESTS] người: [AVAILABLE_STATUS]."
TPL_389,"Tôi cần bàn ở [RES_NAME] lúc [TIME] ngày [BOOKING_DATE] cho [NUM_GUESTS] người.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,TIME,BOOKING_DATE,NUM_GUESTS","Bàn ở [RES_NAME] lúc [TIME] ngày [BOOKING_DATE] cho [NUM_GUESTS] người: [AVAILABLE_STATUS]."
TPL_390,"Liệu còn chỗ tại [RES_NAME] ngày [BOOKING_DATE] lúc [TIME] cho [NUM_GUESTS] bạn?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Dạ chỗ tại [RES_NAME] ngày [BOOKING_DATE] lúc [TIME] cho [NUM_GUESTS] bạn: [AVAILABLE_STATUS]."
TPL_391,"[RES_NAME], [BOOKING_DATE], [TIME], [NUM_GUESTS] người -> check.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Check [RES_NAME] [BOOKING_DATE] [TIME] [NUM_GUESTS] người: [AVAILABLE_STATUS]."
TPL_392,"Muốn đặt bàn [RES_NAME] cho [NUM_GUESTS] người, giờ [TIME], ngày [BOOKING_DATE].","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Đặt bàn [RES_NAME] cho [NUM_GUESTS] người giờ [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_393,"Hỏi bàn trống [RES_NAME] [TIME] hôm [BOOKING_DATE] cho [NUM_GUESTS] khách.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,TIME,BOOKING_DATE,NUM_GUESTS","Bàn trống [RES_NAME] [TIME] hôm [BOOKING_DATE] cho [NUM_GUESTS] khách: [AVAILABLE_STATUS]."
TPL_394,"Còn nhận đặt bàn [RES_NAME] ngày [BOOKING_DATE] [TIME] nhóm [NUM_GUESTS] không?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Dạ việc đặt bàn [RES_NAME] ngày [BOOKING_DATE] [TIME] nhóm [NUM_GUESTS]: [AVAILABLE_STATUS]."
TPL_395,"Kiểm tra suất [RES_NAME] [NUM_GUESTS] người [TIME] ngày [BOOKING_DATE].","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Suất [RES_NAME] [NUM_GUESTS] người [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_396,"[RES_NAME] còn bàn không? [NUM_GUESTS] người, [TIME], [BOOKING_DATE].","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Tình trạng bàn [RES_NAME] [NUM_GUESTS] người, [TIME], [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_397,"Vào [TIME] ngày [BOOKING_DATE] nhóm [NUM_GUESTS] người đến [RES_NAME] được không?","CHECK_AVAILABILITY_SIMPLE","TIME,BOOKING_DATE,NUM_GUESTS,RES_NAME","Dạ vào [TIME] ngày [BOOKING_DATE] nhóm [NUM_GUESTS] người đến [RES_NAME]: [AVAILABLE_STATUS]."
TPL_398,"Đặt chỗ [RES_NAME] [BOOKING_DATE] lúc [TIME] số lượng [NUM_GUESTS].","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Đặt chỗ [RES_NAME] [BOOKING_DATE] lúc [TIME] số lượng [NUM_GUESTS]: [AVAILABLE_STATUS]."
TPL_399,"Có bàn cho [NUM_GUESTS] người tại [RES_NAME] lúc [TIME] ngày [BOOKING_DATE] không shop?","CHECK_AVAILABILITY_SIMPLE","NUM_GUESTS,RES_NAME,TIME,BOOKING_DATE","Dạ bàn cho [NUM_GUESTS] người tại [RES_NAME] lúc [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_400,"Check giùm [RES_NAME] ngày [BOOKING_DATE] [TIME] đi [NUM_GUESTS] người.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Kết quả check [RES_NAME] ngày [BOOKING_DATE] [TIME] đi [NUM_GUESTS] người: [AVAILABLE_STATUS]."
